codCliente,codPoliza,Edad,Ramo,Y,Salud,Vida,Autos,Cumplimiento,Patrimoniales,Otros
163296,163654,51,Patrimoniales,Salud,0,1,0,0,1,0
163298,163792,58,Vida,Salud,0,1,0,0,0,0
163305,163789,48,Vida,Salud,0,1,0,0,0,0
163308,163909,56,Vida,Salud,0,1,0,0,0,0
163310,163681,78,Salud,Vida,1,0,0,0,0,0
163315,163690,43,Salud,Vida,1,0,0,0,0,0
163316,163794,44,Vida,Salud,0,1,0,0,0,0
163320,163884,43,Vida,Salud,0,1,0,0,0,0
163324,163701,54,Salud,Vida,1,0,0,0,0,0
163332,163849,52,Vida,Salud,0,1,0,0,0,0
163345,163728,29,Salud,Patrimoniales,1,0,0,0,0,0
163346,207892,44,Salud,Vida,1,0,0,0,0,0
163348,163731,39,Salud,Vida,1,0,0,0,0,0
163366,163847,45,Vida,Salud,0,1,0,0,0,0
163370,163797,38,Vida,Salud,0,1,0,0,0,0
163371,163877,46,Vida,Salud,0,1,0,0,0,0
163385,163791,35,Salud,Vida,1,0,0,0,0,0
163425,163889,48,Vida,Salud,0,1,0,0,0,0
163521,164083,72,Patrimoniales,Autos,0,0,0,0,1,0
163818,200606,29,Cumplimiento,Patrimoniales,0,0,0,1,0,0
163842,180092,43,Cumplimiento,Patrimoniales,0,0,0,1,0,0
163982,164221,0,Autos,Salud,0,0,1,0,0,0
164021,164223,34,Autos,Vida,0,0,1,0,0,0
164029,164236,31,Autos,Cumplimiento,0,0,1,0,0,0
164032,164245,47,Vida,Salud,0,1,0,0,0,0
164660,211532,37,Vida,Autos,0,1,0,0,0,0
165203,164938,60,Salud,Patrimoniales,1,0,0,0,0,0
165991,165255,42,Autos,Vida,0,0,1,0,0,0
166274,167221,46,Vida,Salud,0,1,0,0,0,0
166370,167396,85,Cumplimiento,Patrimoniales,0,0,0,1,0,0
166408,188547,65,Autos,Patrimoniales,0,0,1,0,0,0
166735,179084,29,Salud,Autos,1,0,0,0,0,0
166735,169277,29,Autos,Vida,1,0,1,0,0,0
166776,169578,34,Vida,Autos,0,1,0,0,0,0
168404,199986,34,Autos,Vida,0,0,1,0,0,0
170335,190179,0,Cumplimiento,Patrimoniales,0,0,0,1,0,0
170379,170042,64,Autos,Vida,0,0,1,0,0,0
171843,207285,40,Autos,Vida,0,0,1,0,0,0
171843,207289,40,Vida,Salud,0,1,1,0,0,0
171862,173017,40,Autos,Vida,0,0,1,0,0,0
171868,173029,40,Patrimoniales,Otros,0,0,0,0,1,0
171880,173053,34,Salud,Patrimoniales,1,0,0,0,0,0
172335,173296,48,Cumplimiento,Patrimoniales,0,0,0,1,0,0
174049,173427,32,Salud,Vida,1,0,0,0,0,0
174395,180142,63,Salud,Autos,1,0,0,0,0,0
174395,181078,63,Autos,Vida,1,0,1,0,0,0
174496,173785,44,Salud,Autos,1,0,0,0,0,0
174978,176024,0,Patrimoniales,Autos,0,0,0,0,1,0
174979,173986,51,Autos,Patrimoniales,0,0,1,0,0,0
180727,175387,38,Vida,Patrimoniales,0,1,0,0,0,0
183000,175388,38,Vida,Autos,0,1,0,0,0,0
185524,175355,68,Salud,Vida,1,0,0,0,0,0
185730,175350,44,Patrimoniales,Vida,0,0,0,0,1,0
188001,174020,69,Vida,Patrimoniales,0,1,0,0,0,0
188216,175990,48,Autos,Patrimoniales,0,0,1,0,0,0
188216,175367,48,Patrimoniales,Vida,0,0,1,0,1,0
188737,176005,47,Autos,Salud,0,0,1,0,0,0
188737,174000,47,Salud,Vida,1,0,1,0,0,0
188841,175383,62,Vida,Autos,0,1,0,0,0,0
188841,176007,62,Autos,Patrimoniales,0,1,1,0,0,0
189677,176010,47,Patrimoniales,Vida,0,0,0,0,1,0
189790,174023,49,Salud,Patrimoniales,1,0,0,0,0,0
191081,175385,63,Vida,Autos,0,1,0,0,0,0
191201,175371,42,Patrimoniales,Vida,0,0,0,0,1,0
191217,175334,55,Autos,Vida,0,0,1,0,0,0
191234,175351,48,Patrimoniales,Vida,0,0,0,0,1,0
191253,175404,49,Vida,Patrimoniales,0,1,0,0,0,0
191274,175999,44,Patrimoniales,Autos,0,0,0,0,1,0
191274,176002,44,Autos,Salud,0,0,1,0,1,0
191274,175395,44,Salud,Vida,1,0,1,0,1,0
191831,175316,41,Autos,Patrimoniales,0,0,1,0,0,0
191831,175952,41,Patrimoniales,Vida,0,0,1,0,1,0
191892,175398,55,Vida,Autos,0,1,0,0,0,0
191892,173870,55,Autos,Patrimoniales,0,1,1,0,0,0
192153,175389,51,Vida,Salud,0,1,0,0,0,0
192154,175929,50,Patrimoniales,Cumplimiento,0,0,0,0,1,0
192154,215862,50,Cumplimiento,Vida,0,0,0,1,1,0
192155,173876,50,Autos,Vida,0,0,1,0,0,0
192476,175928,46,Autos,Patrimoniales,0,0,1,0,0,0
192706,173867,0,Patrimoniales,Autos,0,0,0,0,1,0
193083,175324,50,Autos,Patrimoniales,0,0,1,0,0,0
193135,174119,0,Autos,Patrimoniales,0,0,1,0,0,0
193142,174061,0,Autos,Patrimoniales,0,0,1,0,0,0
193162,175840,0,Patrimoniales,Autos,0,0,0,0,1,0
193167,174083,0,Autos,Vida,0,0,1,0,0,0
193171,174062,0,Autos,Vida,0,0,1,0,0,0
193207,173947,69,Autos,Salud,0,0,1,0,0,0
193233,174026,49,Autos,Vida,0,0,1,0,0,0
193245,177433,33,Vida,Autos,0,1,0,0,0,0
193246,177430,35,Vida,Autos,0,1,0,0,0,0
193251,175215,33,Salud,Autos,1,0,0,0,0,0
193251,178550,33,Autos,Vida,1,0,1,0,0,0
193253,174399,44,Autos,Vida,0,0,1,0,0,0
193254,176640,56,Vida,Salud,0,1,0,0,0,0
193254,175024,56,Salud,Autos,1,1,0,0,0,0
193260,174482,53,Autos,Salud,0,0,1,0,0,0
193264,178588,53,Autos,Vida,0,0,1,0,0,0
193269,175133,44,Vida,Patrimoniales,0,1,0,0,0,0
193271,178516,45,Autos,Vida,0,0,1,0,0,0
193277,176590,55,Vida,Autos,0,1,0,0,0,0
193277,176463,55,Autos,Salud,0,1,1,0,0,0
193278,174471,48,Autos,Vida,0,0,1,0,0,0
193293,175160,41,Vida,Autos,0,1,0,0,0,0
193296,176575,35,Vida,Salud,0,1,0,0,0,0
193304,177071,48,Autos,Salud,0,0,1,0,0,0
193304,176517,48,Salud,Vida,1,0,1,0,0,0
193306,176607,41,Vida,Autos,0,1,0,0,0,0
193306,178579,41,Autos,Salud,0,1,1,0,0,0
193308,178600,47,Patrimoniales,Cumplimiento,0,0,0,0,1,0
193308,176490,47,Cumplimiento,Vida,0,0,0,1,1,0
193308,177492,47,Vida,Autos,0,1,0,1,1,0
193318,176562,28,Salud,Vida,1,0,0,0,0,0
193321,175050,35,Vida,Autos,0,1,0,0,0,0
193330,176631,43,Vida,Salud,0,1,0,0,0,0
193340,174534,0,Salud,Autos,1,0,0,0,0,0
193340,180971,0,Autos,Vida,1,0,1,0,0,0
193352,174524,45,Patrimoniales,Salud,0,0,0,0,1,0
193352,174936,45,Salud,Vida,1,0,0,0,1,0
193352,177497,45,Vida,Autos,1,1,0,0,1,0
193356,175127,31,Vida,Autos,0,1,0,0,0,0
193356,174397,31,Autos,Patrimoniales,0,1,1,0,0,0
193356,178381,31,Patrimoniales,Salud,0,1,1,0,1,0
193360,176540,49,Salud,Vida,1,0,0,0,0,0
193360,175045,49,Vida,Autos,1,1,0,0,0,0
193366,176638,45,Vida,Autos,0,1,0,0,0,0
193367,174506,61,Autos,Vida,0,0,1,0,0,0
193367,176645,61,Vida,Salud,0,1,1,0,0,0
193374,176618,34,Vida,Salud,0,1,0,0,0,0
193396,176604,51,Vida,Patrimoniales,0,1,0,0,0,0
193396,176503,51,Patrimoniales,Salud,0,1,0,0,1,0
193396,176516,51,Salud,Autos,1,1,0,0,1,0
193416,176460,60,Autos,Vida,0,0,1,0,0,0
193451,176623,38,Vida,Autos,0,1,0,0,0,0
193451,174940,38,Autos,Salud,0,1,1,0,0,0
193464,174885,42,Salud,Autos,1,0,0,0,0,0
193480,175801,0,Vida,Autos,0,1,0,0,0,0
193480,174627,0,Autos,Salud,0,1,1,0,0,0
193480,174899,0,Salud,Patrimoniales,1,1,1,0,0,0
193485,174637,37,Autos,Patrimoniales,0,0,1,0,0,0
193486,174639,34,Autos,Salud,0,0,1,0,0,0
193486,174974,34,Salud,Patrimoniales,1,0,1,0,0,0
193486,209459,34,Patrimoniales,Vida,1,0,1,0,1,0
193494,174821,42,Vida,Autos,0,1,0,0,0,0
193494,174651,42,Autos,Salud,0,1,1,0,0,0
193494,174822,42,Salud,Patrimoniales,1,1,1,0,0,0
193495,174652,50,Autos,Salud,0,0,1,0,0,0
193496,175040,46,Salud,Autos,1,0,0,0,0,0
193496,174654,46,Autos,Vida,1,0,1,0,0,0
193496,175818,46,Vida,Patrimoniales,1,1,1,0,0,0
193498,174656,46,Autos,Vida,0,0,1,0,0,0
193499,174657,42,Autos,Salud,0,0,1,0,0,0
193501,175803,43,Vida,Patrimoniales,0,1,0,0,0,0
193501,174661,43,Patrimoniales,Autos,0,1,0,0,1,0
193504,174666,35,Vida,Salud,0,1,0,0,0,0
193505,175738,51,Vida,Salud,0,1,0,0,0,0
193513,174959,0,Autos,Patrimoniales,0,0,1,0,0,0
193514,174811,48,Vida,Patrimoniales,0,1,0,0,0,0
193514,174714,48,Patrimoniales,Salud,0,1,0,0,1,0
193515,174705,37,Autos,Vida,0,0,1,0,0,0
193518,175445,35,Autos,Patrimoniales,0,0,1,0,0,0
193523,175071,72,Vida,Autos,0,1,0,0,0,0
193523,175448,72,Autos,Patrimoniales,0,1,1,0,0,0
193525,175598,0,Vida,Salud,0,1,0,0,0,0
193525,175077,0,Salud,Autos,1,1,0,0,0,0
193526,174748,45,Vida,Patrimoniales,0,1,0,0,0,0
193528,175644,45,Salud,Vida,1,0,0,0,0,0
193528,174843,45,Vida,Autos,1,1,0,0,0,0
193528,175452,45,Autos,Patrimoniales,1,1,1,0,0,0
193529,174717,31,Patrimoniales,Salud,0,0,0,0,1,0
193532,174721,65,Autos,Salud,0,0,1,0,0,0
193533,174722,49,Patrimoniales,Salud,0,0,0,0,1,0
193534,174825,42,Vida,Patrimoniales,0,1,0,0,0,0
193534,174723,42,Patrimoniales,Autos,0,1,0,0,1,0
193534,174837,42,Autos,Salud,0,1,1,0,1,0
193536,175055,0,Vida,Salud,0,1,0,0,0,0
193536,175663,0,Salud,Patrimoniales,1,1,0,0,0,0
193540,174730,65,Patrimoniales,Vida,0,0,0,0,1,0
193548,175826,77,Salud,Patrimoniales,1,0,0,0,0,0
193549,175449,55,Autos,Vida,0,0,1,0,0,0
193550,175471,38,Autos,Patrimoniales,0,0,1,0,0,0
193551,174743,59,Salud,Autos,1,0,0,0,0,0
193553,175610,51,Patrimoniales,Salud,0,0,0,0,1,0
193553,175684,51,Salud,Vida,1,0,0,0,1,0
193557,174751,70,Autos,Salud,0,0,1,0,0,0
193564,175501,42,Cumplimiento,Patrimoniales,0,0,0,1,0,0
193564,175578,42,Patrimoniales,Vida,0,0,0,1,1,0
193568,176701,0,Autos,Salud,0,0,1,0,0,0
193568,175691,0,Salud,Vida,1,0,1,0,0,0
193570,200852,49,Autos,Vida,0,0,1,0,0,0
193570,174767,49,Vida,Salud,0,1,1,0,0,0
193572,179131,75,Autos,Salud,0,0,1,0,0,0
193574,175586,65,Patrimoniales,Salud,0,0,0,0,1,0
193575,174773,67,Vida,Autos,0,1,0,0,0,0
193575,174774,67,Autos,Salud,0,1,1,0,0,0
193576,200839,48,Autos,Vida,0,0,1,0,0,0
193581,175659,59,Salud,Vida,1,0,0,0,0,0
193582,175429,55,Autos,Salud,0,0,1,0,0,0
193582,174782,55,Salud,Patrimoniales,1,0,1,0,0,0
193584,174785,0,Vida,Patrimoniales,0,1,0,0,0,0
193584,175584,0,Patrimoniales,Autos,0,1,0,0,1,0
193591,174795,68,Vida,Autos,0,1,0,0,0,0
193593,176731,0,Autos,Vida,0,0,1,0,0,0
193595,180740,58,Vida,Salud,0,1,0,0,0,0
193598,175670,70,Salud,Vida,1,0,0,0,0,0
193599,175764,40,Vida,Salud,0,1,0,0,0,0
193607,174830,42,Vida,Salud,0,1,0,0,0,0
193608,174983,44,Salud,Vida,1,0,0,0,0,0
193613,178663,45,Patrimoniales,Vida,0,0,0,0,1,0
193614,175797,43,Vida,Salud,0,1,0,0,0,0
193615,180739,37,Vida,Salud,0,1,0,0,0,0
193615,176544,37,Salud,Autos,1,1,0,0,0,0
193616,174818,41,Vida,Salud,0,1,0,0,0,0
193617,178274,57,Patrimoniales,Salud,0,0,0,0,1,0
193617,175018,57,Salud,Autos,1,0,0,0,1,0
193621,175413,42,Autos,Vida,0,0,1,0,0,0
193622,174846,40,Autos,Vida,0,0,1,0,0,0
193623,174848,55,Autos,Vida,0,0,1,0,0,0
193623,176626,55,Vida,Patrimoniales,0,1,1,0,0,0
193623,176493,55,Patrimoniales,Salud,0,1,1,0,1,0
193624,174850,57,Autos,Salud,0,0,1,0,0,0
193625,174851,44,Vida,Salud,0,1,0,0,0,0
193634,175096,62,Vida,Autos,0,1,0,0,0,0
193634,174872,62,Autos,Salud,0,1,1,0,0,0
193635,174839,39,Autos,Vida,0,0,1,0,0,0
193636,176644,52,Vida,Salud,0,1,0,0,0,0
193636,176520,52,Salud,Patrimoniales,1,1,0,0,0,0
193637,174884,49,Salud,Vida,1,0,0,0,0,0
193644,174891,41,Vida,Salud,0,1,0,0,0,0
193646,174867,41,Vida,Patrimoniales,0,1,0,0,0,0
193649,174871,37,Vida,Salud,0,1,0,0,0,0
193649,175654,37,Salud,Autos,1,1,0,0,0,0
193651,174908,51,Vida,Salud,0,1,0,0,0,0
193652,174875,0,Vida,Autos,0,1,0,0,0,0
193659,175809,34,Vida,Salud,0,1,0,0,0,0
193661,178728,53,Autos,Salud,0,0,1,0,0,0
193663,174924,36,Vida,Salud,0,1,0,0,0,0
193664,176595,38,Vida,Autos,0,1,0,0,0,0
193665,174930,62,Salud,Vida,1,0,0,0,0,0
193666,174902,41,Vida,Salud,0,1,0,0,0,0
193670,176579,57,Vida,Patrimoniales,0,1,0,0,0,0
193670,174938,57,Patrimoniales,Autos,0,1,0,0,1,0
193674,174951,63,Autos,Vida,0,0,1,0,0,0
193685,176577,49,Vida,Autos,0,1,0,0,0,0
193685,178477,49,Autos,Salud,0,1,1,0,0,0
193687,176664,62,Vida,Salud,0,1,0,0,0,0
193697,176563,60,Salud,Vida,1,0,0,0,0,0
193698,174978,47,Vida,Salud,0,1,0,0,0,0
193700,176443,40,Autos,Salud,0,0,1,0,0,0
193700,176522,40,Salud,Vida,1,0,1,0,0,0
193703,174957,50,Vida,Autos,0,1,0,0,0,0
193712,176639,48,Vida,Salud,0,1,0,0,0,0
193715,174998,46,Vida,Salud,0,1,0,0,0,0
193723,175014,54,Salud,Vida,1,0,0,0,0,0
193729,207295,51,Salud,Vida,1,0,0,0,0,0
193731,176451,68,Autos,Salud,0,0,1,0,0,0
193735,175030,49,Vida,Patrimoniales,0,1,0,0,0,0
193737,209550,42,Vida,Salud,0,1,0,0,0,0
193746,175044,0,Vida,Autos,0,1,0,0,0,0
193750,175047,63,Vida,Autos,0,1,0,0,0,0
193752,176707,0,Autos,Salud,0,0,1,0,0,0
193756,175059,53,Vida,Autos,0,1,0,0,0,0
193756,178545,53,Autos,Salud,0,1,1,0,0,0
193758,176471,43,Autos,Patrimoniales,0,0,1,0,0,0
193758,185658,43,Patrimoniales,Vida,0,0,1,0,1,0
193760,175594,57,Patrimoniales,Vida,0,0,0,0,1,0
193760,175060,57,Vida,Salud,0,1,0,0,1,0
193761,175073,40,Salud,Vida,1,0,0,0,0,0
193767,175086,46,Vida,Salud,0,1,0,0,0,0
193775,175088,0,Vida,Autos,0,1,0,0,0,0
193776,175743,37,Vida,Salud,0,1,0,0,0,0
193780,175111,45,Vida,Salud,0,1,0,0,0,0
193780,175112,45,Salud,Autos,1,1,0,0,0,0
193786,185428,0,Autos,Salud,0,0,1,0,0,0
193795,176594,41,Vida,Patrimoniales,0,1,0,0,0,0
193795,178542,41,Patrimoniales,Autos,0,1,0,0,1,0
193795,178691,41,Autos,Salud,0,1,1,0,1,0
193800,176661,35,Vida,Salud,0,1,0,0,0,0
193802,178309,37,Autos,Salud,0,0,1,0,0,0
193813,176633,66,Vida,Autos,0,1,0,0,0,0
193813,185435,66,Autos,Salud,0,1,1,0,0,0
193815,176453,62,Autos,Salud,0,0,1,0,0,0
193820,175158,52,Salud,Autos,1,0,0,0,0,0
193826,175168,46,Salud,Vida,1,0,0,0,0,0
193828,175170,35,Vida,Salud,0,1,0,0,0,0
193829,214359,39,Salud,Autos,1,0,0,0,0,0
193833,177490,43,Vida,Salud,0,1,0,0,0,0
193837,175183,37,Vida,Salud,0,1,0,0,0,0
193838,178733,28,Autos,Salud,0,0,1,0,0,0
193840,175187,46,Autos,Patrimoniales,0,0,1,0,0,0
193840,178474,46,Patrimoniales,Salud,0,0,1,0,1,0
193856,175204,51,Salud,Vida,1,0,0,0,0,0
193862,175211,36,Vida,Autos,0,1,0,0,0,0
193865,175214,38,Salud,Autos,1,0,0,0,0,0
193894,175284,48,Cumplimiento,Patrimoniales,0,0,0,1,0,0
194062,175774,29,Vida,Autos,0,1,0,0,0,0
194072,175699,60,Salud,Autos,1,0,0,0,0,0
194075,175742,34,Vida,Autos,0,1,0,0,0,0
194077,175721,66,Vida,Patrimoniales,0,1,0,0,0,0
194077,175577,66,Patrimoniales,Autos,0,1,0,0,1,0
194087,175621,41,Salud,Autos,1,0,0,0,0,0
194094,175464,44,Autos,Patrimoniales,0,0,1,0,0,0
194095,175570,61,Cumplimiento,Autos,0,0,0,1,0,0
194095,175466,61,Autos,Vida,0,0,1,1,0,0
194116,175513,77,Cumplimiento,Patrimoniales,0,0,0,1,0,0
194130,175751,0,Vida,Cumplimiento,0,1,0,0,0,0
194139,175575,33,Patrimoniales,Vida,0,0,0,0,1,0
194143,175768,33,Vida,Patrimoniales,0,1,0,0,0,0
194145,175589,33,Patrimoniales,Salud,0,0,0,0,1,0
194148,175602,27,Patrimoniales,Autos,0,0,0,0,1,0
194155,175616,37,Patrimoniales,Salud,0,0,0,0,1,0
194156,175620,37,Patrimoniales,Autos,0,0,0,0,1,0
194158,175624,53,Patrimoniales,Salud,0,0,0,0,1,0
194166,175639,34,Patrimoniales,Autos,0,0,0,0,1,0
194190,175679,41,Salud,Autos,1,0,0,0,0,0
194194,175740,42,Vida,Salud,0,1,0,0,0,0
194204,175710,35,Salud,Autos,1,0,0,0,0,0
194211,176689,38,Autos,Salud,0,0,1,0,0,0
194215,176700,42,Autos,Salud,0,0,1,0,0,0
194238,176687,51,Autos,Vida,0,0,1,0,0,0
194256,175817,43,Vida,Autos,0,1,0,0,0,0
194257,175822,43,Vida,Autos,0,1,0,0,0,0
194704,175984,56,Patrimoniales,Vida,0,0,0,0,1,0
194716,175855,44,Autos,Patrimoniales,0,0,1,0,0,0
194718,175857,51,Patrimoniales,Vida,0,0,0,0,1,0
194742,176019,49,Autos,Patrimoniales,0,0,1,0,0,0
194749,176021,47,Vida,Patrimoniales,0,1,0,0,0,0
194766,176013,41,Patrimoniales,Vida,0,0,0,0,1,0
194803,178321,37,Patrimoniales,Vida,0,0,0,0,1,0
194803,176172,37,Vida,Autos,0,1,0,0,1,0
194810,181211,60,Salud,Vida,1,0,0,0,0,0
194836,176216,31,Patrimoniales,Autos,0,0,0,0,1,0
194886,176409,34,Vida,Salud,0,1,0,0,0,0
194906,176448,53,Autos,Vida,0,0,1,0,0,0
194908,176569,59,Salud,Autos,1,0,0,0,0,0
194922,176629,46,Vida,Autos,0,1,0,0,0,0
194926,176677,71,Salud,Autos,1,0,0,0,0,0
194931,176518,65,Salud,Patrimoniales,1,0,0,0,0,0
194931,176502,65,Patrimoniales,Autos,1,0,0,0,1,0
194942,176509,47,Patrimoniales,Salud,0,0,0,0,1,0
194944,176581,43,Vida,Salud,0,1,0,0,0,0
194944,176514,43,Salud,Autos,1,1,0,0,0,0
194945,176515,42,Salud,Autos,1,0,0,0,0,0
194946,176586,35,Vida,Salud,0,1,0,0,0,0
194946,176521,35,Salud,Autos,1,1,0,0,0,0
194949,176530,40,Salud,Autos,1,0,0,0,0,0
194950,178481,41,Autos,Salud,0,0,1,0,0,0
194950,176531,41,Salud,Patrimoniales,1,0,1,0,0,0
194950,178533,41,Patrimoniales,Vida,1,0,1,0,1,0
194955,176650,51,Vida,Salud,0,1,0,0,0,0
194956,176542,44,Salud,Vida,1,0,0,0,0,0
194960,185430,45,Autos,Salud,0,0,1,0,0,0
194967,176557,50,Salud,Autos,1,0,0,0,0,0
194972,176567,44,Salud,Vida,1,0,0,0,0,0
194980,176585,41,Vida,Patrimoniales,0,1,0,0,0,0
194983,177488,36,Vida,Salud,0,1,0,0,0,0
194985,176599,42,Vida,Autos,0,1,0,0,0,0
194989,185418,43,Autos,Vida,0,0,1,0,0,0
194996,176630,52,Vida,Autos,0,1,0,0,0,0
194997,178443,25,Patrimoniales,Vida,0,0,0,0,1,0
194999,176646,29,Vida,Autos,0,1,0,0,0,0
195002,176651,38,Vida,Autos,0,1,0,0,0,0
195004,178613,36,Autos,Vida,0,0,1,0,0,0
195006,176669,41,Vida,Autos,0,1,0,0,0,0
195009,176675,43,Vida,Autos,0,1,0,0,0,0
195023,177268,39,Autos,Vida,0,0,1,0,0,0
195100,183856,44,Autos,Salud,0,0,1,0,0,0
195367,197227,49,Vida,Autos,0,1,0,0,0,0
195705,178627,45,Salud,Autos,1,0,0,0,0,0
195705,178621,45,Autos,Vida,1,0,1,0,0,0
195707,177479,51,Vida,Autos,0,1,0,0,0,0
195770,177567,30,Autos,Vida,0,0,1,0,0,0
195772,177585,38,Autos,Salud,0,0,1,0,0,0
195773,177570,25,Autos,Patrimoniales,0,0,1,0,0,0
195775,177805,35,Vida,Autos,0,1,0,0,0,0
195778,177866,36,Vida,Autos,0,1,0,0,0,0
195781,177862,27,Vida,Autos,0,1,0,0,0,0
195789,177666,45,Patrimoniales,Autos,0,0,0,0,1,0
195789,177589,45,Autos,Vida,0,0,1,0,1,0
195790,177647,40,Patrimoniales,Vida,0,0,0,0,1,0
195790,177856,40,Vida,Autos,0,1,0,0,1,0
195794,177822,38,Vida,Autos,0,1,0,0,0,0
195794,177595,38,Autos,Salud,0,1,1,0,0,0
195795,177596,42,Autos,Vida,0,0,1,0,0,0
195797,177598,38,Autos,Vida,0,0,1,0,0,0
195799,177738,44,Salud,Autos,1,0,0,0,0,0
195799,177600,44,Autos,Vida,1,0,1,0,0,0
195804,177610,32,Autos,Vida,0,0,1,0,0,0
195806,177753,36,Salud,Vida,1,0,0,0,0,0
195806,177826,36,Vida,Autos,1,1,0,0,0,0
195811,177825,44,Vida,Salud,0,1,0,0,0,0
195813,177667,48,Salud,Vida,1,0,0,0,0,0
195814,177625,44,Cumplimiento,Salud,0,0,0,1,0,0
195815,177827,48,Vida,Salud,0,1,0,0,0,0
195817,177786,37,Vida,Patrimoniales,0,1,0,0,0,0
195817,177629,37,Patrimoniales,Salud,0,1,0,0,1,0
195822,177852,34,Vida,Autos,0,1,0,0,0,0
195826,177694,77,Salud,Autos,1,0,0,0,0,0
195849,177775,74,Vida,Salud,0,1,0,0,0,0
195851,177762,41,Vida,Salud,0,1,0,0,0,0
195852,177765,42,Vida,Salud,0,1,0,0,0,0
195859,177696,39,Patrimoniales,Vida,0,0,0,0,1,0
195864,177704,36,Patrimoniales,Vida,0,0,0,0,1,0
195864,177768,36,Vida,Salud,0,1,0,0,1,0
195869,177710,20,Patrimoniales,Vida,0,0,0,0,1,0
195871,177845,45,Vida,Salud,0,1,0,0,0,0
195875,177818,34,Vida,Salud,0,1,0,0,0,0
195899,177741,53,Salud,Vida,1,0,0,0,0,0
195903,177747,37,Salud,Vida,1,0,0,0,0,0
196063,178009,33,Vida,Salud,0,1,0,0,0,0
197177,178331,0,Autos,Salud,0,0,1,0,0,0
197178,178674,58,Autos,Salud,0,0,1,0,0,0
198750,179308,83,Salud,Autos,1,0,0,0,0,0
201662,179434,27,Cumplimiento,Patrimoniales,0,0,0,1,0,0
203978,179635,31,Cumplimiento,Patrimoniales,0,0,0,1,0,0
205506,180848,31,Patrimoniales,Vida,0,0,0,0,1,0
205927,180101,0,Salud,Autos,1,0,0,0,0,0
206317,180941,34,Cumplimiento,Patrimoniales,0,0,0,1,0,0
206462,181645,36,Vida,Patrimoniales,0,1,0,0,0,0
206462,181265,36,Patrimoniales,Salud,0,1,0,0,1,0
206463,181379,30,Salud,Autos,1,0,0,0,0,0
206470,181273,34,Autos,Vida,0,0,1,0,0,0
206470,181401,34,Vida,Salud,0,1,1,0,0,0
206473,181276,40,Vida,Salud,0,1,0,0,0,0
206473,181339,40,Salud,Patrimoniales,1,1,0,0,0,0
206475,181580,65,Autos,Patrimoniales,0,0,1,0,0,0
206475,181278,65,Patrimoniales,Salud,0,0,1,0,1,0
206478,181282,55,Patrimoniales,Vida,0,0,0,0,1,0
206484,181288,40,Salud,Autos,1,0,0,0,0,0
206484,182204,40,Autos,Vida,1,0,1,0,0,0
206485,181289,41,Vida,Salud,0,1,0,0,0,0
206487,181652,41,Vida,Autos,0,1,0,0,0,0
206493,181594,41,Autos,Vida,0,0,1,0,0,0
206493,182021,41,Vida,Salud,0,1,1,0,0,0
206493,181298,41,Salud,Patrimoniales,1,1,1,0,0,0
206497,181617,39,Patrimoniales,Vida,0,0,0,0,1,0
206500,181655,40,Vida,Patrimoniales,0,1,0,0,0,0
206505,181625,44,Salud,Vida,1,0,0,0,0,0
206509,181564,69,Autos,Salud,0,0,1,0,0,0
206514,181327,47,Vida,Salud,0,1,0,0,0,0
206514,181325,47,Salud,Autos,1,1,0,0,0,0
206518,181332,37,Vida,Salud,0,1,0,0,0,0
206518,181331,37,Salud,Autos,1,1,0,0,0,0
206523,181648,35,Vida,Salud,0,1,0,0,0,0
206527,181343,35,Vida,Salud,0,1,0,0,0,0
206528,182190,35,Autos,Vida,0,0,1,0,0,0
206536,181356,33,Vida,Salud,0,1,0,0,0,0
206536,181357,33,Salud,Autos,1,1,0,0,0,0
206539,181605,0,Patrimoniales,Autos,0,0,0,0,1,0
206539,182342,0,Autos,Salud,0,0,1,0,1,0
206544,182017,0,Vida,Autos,0,1,0,0,0,0
206544,182346,0,Autos,Salud,0,1,1,0,0,0
206545,182344,0,Autos,Vida,0,0,1,0,0,0
206551,182339,0,Autos,Salud,0,0,1,0,0,0
206554,182334,0,Autos,Salud,0,0,1,0,0,0
206565,181367,33,Vida,Salud,0,1,0,0,0,0
206567,181369,56,Salud,Vida,1,0,0,0,0,0
206568,181370,37,Salud,Autos,1,0,0,0,0,0
206569,181373,37,Vida,Autos,0,1,0,0,0,0
206579,181388,35,Vida,Salud,0,1,0,0,0,0
206580,181644,31,Vida,Autos,0,1,0,0,0,0
206583,182030,35,Vida,Autos,0,1,0,0,0,0
206586,181404,32,Autos,Vida,0,0,1,0,0,0
206591,181597,35,Autos,Vida,0,0,1,0,0,0
206591,181707,35,Vida,Salud,0,1,1,0,0,0
206592,181412,30,Salud,Vida,1,0,0,0,0,0
206594,181589,33,Patrimoniales,Salud,0,0,0,0,1,0
206595,181417,40,Salud,Autos,1,0,0,0,0,0
206599,181604,27,Patrimoniales,Salud,0,0,0,0,1,0
206603,181426,32,Vida,Salud,0,1,0,0,0,0
206604,181429,36,Vida,Autos,0,1,0,0,0,0
206609,181436,29,Vida,Salud,0,1,0,0,0,0
206609,181438,29,Salud,Autos,1,1,0,0,0,0
206610,182341,0,Autos,Salud,0,0,1,0,0,0
206610,181440,0,Salud,Vida,1,0,1,0,0,0
206612,181444,24,Salud,Vida,1,0,0,0,0,0
